TARGET,FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,LabelAppeal,AcidIndex,STARS,VolatileAcidity_log1p,Chlorides_log1p
0,7.2,0.715,0.01,2.1,0.064,113.5,43.0,0.99371,3.41,0.57,5.3,1,8.0,2.0,0.5394130806179033,0.06203539091945264
5,7.0,1.1949999999999998,0.28,14.7,0.051,11.0,149.0,0.98595,3.2,0.39,8.9,0,7.0,2.0,0.7861820465271346,0.049742091894814065
3,14.149999999999999,0.29,0.39,4.9,0.034,26.0,127.0,1.01441,3.17,0.575,10.8,-1,8.0,2.0,0.2546422183735807,0.03343477608623739
0,10.5,0.29,0.23,8.7,0.037,43.0,99.0,0.99528,3.08,0.38,8.4,0,7.0,2.0,0.2546422183735807,0.03633192924739028
5,12.3,0.36,0.39,8.7,0.039,46.0,165.0,0.99795,3.41,0.575,9.8,0,7.0,2.0,0.3074846997479606,0.03825871211709034
0,7.2,0.36,0.39,18.2,0.063,113.5,103.0,0.99122,3.12,0.32,5.4,1,7.0,2.0,0.3074846997479606,0.061095099359810875
4,11.8,0.25,0.44,8.7,0.248,113.5,103.0,0.9685275,4.17,0.575,10.4,0,7.0,2.0,0.22314355131420976,0.22154226994723591
5,14.149999999999999,0.61,0.39,30.2,0.084,11.0,169.0,0.9972,3.4,0.575,10.4,1,9.0,2.0,0.4762341789963716,0.08065790301745447
4,7.7,0.12,0.39,14.05,0.248,113.5,132.0,0.99634,2.98,0.59,5.5,-1,8.0,2.0,0.11332868530700317,0.22154226994723591
3,9.6,0.31,0.39,8.7,0.063,43.0,144.0,0.9685275,3.9,0.73,16.849999999999998,0,8.0,2.0,0.27002713721306015,0.061095099359810875
4,8.9,0.22,0.31,13.2,0.063,35.0,150.0,0.9968,4.17,0.53,9.4,0,9.5,2.0,0.19885085874516517,0.061095099359810875
2,12.5,0.22,0.9999999999999999,8.7,0.063,43.0,196.0,0.9685275,3.22,0.48,9.1,-2,7.0,2.0,0.19885085874516517,0.061095099359810875
0,7.2,0.25,0.38,8.1,0.046,24.0,155.0,0.9956,3.33,0.575,10.2,-1,7.0,2.0,0.22314355131420976,0.04497336564273116
4,7.3,0.24,0.9999999999999999,15.4,0.063,113.5,321.0,1.00147,2.76,1.19,9.0,0,8.0,2.0,0.2151113796169455,0.061095099359810875
3,14.149999999999999,0.36,0.18,1.4,0.248,30.0,321.0,0.97099,3.19,0.575,11.2,-1,7.0,2.0,0.3074846997479606,0.22154226994723591
4,14.149999999999999,1.1949999999999998,0.48,13.9,0.063,31.0,149.0,1.0197075,3.24,0.575,8.8,0,7.0,2.0,0.7861820465271346,0.061095099359810875
0,14.149999999999999,0.54,0.9999999999999999,13.1,0.248,39.0,150.0,0.9999,3.82,1.19,7.4,0,8.0,2.0,0.43178241642553783,0.22154226994723591
3,10.0,0.75,0.27,14.1,0.063,45.0,166.0,1.01014,3.85,0.575,9.7,-1,9.5,2.0,0.5596157879354227,0.061095099359810875
2,13.5,1.1949999999999998,0.39,30.2,0.025,9.0,84.0,0.9685275,4.17,0.44,10.2,-1,6.0,2.0,0.7861820465271346,0.024692612590371504
4,7.4,0.13,0.3,8.7,0.063,48.5,268.0,0.9986,3.14,0.14,7.5,-1,8.0,2.0,0.12221763272424921,0.061095099359810875
0,14.149999999999999,0.38,0.39,30.2,0.248,5.0,321.0,1.0066,3.15,0.75,10.5,-1,9.5,2.0,0.32208349916911333,0.22154226994723591
4,7.5,0.18,0.39,6.5,0.219,43.0,150.0,1.00458,3.03,1.19,12.0,0,8.0,2.0,0.16551443847757338,0.1980308504991345
4,14.149999999999999,0.86,0.9999999999999999,13.5,0.082,52.0,85.0,0.98292,2.41,0.2,4.45,1,8.0,2.0,0.6205764877251099,0.07881118042428978
4,6.6,1.1949999999999998,0.39,8.7,0.063,43.0,321.0,0.9685275,3.36,0.62,10.5,0,7.0,2.0,0.7861820465271346,0.061095099359810875
3,6.2,0.14,0.4,21.6,0.035,43.0,120.0,0.9911,2.58,0.575,16.7,-1,8.0,2.0,0.1310282624064041,0.034401426717332394
4,14.149999999999999,0.26,0.9999999999999999,5.7,0.063,43.0,150.0,0.9685275,3.13,0.575,11.8,0,8.0,2.0,0.23111172096338664,0.061095099359810875
0,6.2,0.67,0.49,8.7,0.028,32.0,107.0,0.9685275,3.74,0.575,10.8,0,8.0,2.0,0.5128236264286637,0.027615167032973367
3,5.5,0.8,0.9999999999999999,11.8,0.248,52.0,152.0,0.9685275,2.89,0.575,10.4,-1,8.0,2.0,0.5877866649021191,0.22154226994723591
2,7.2,0.27,0.39,8.7,0.063,113.5,156.0,1.00051,2.25,0.5,11.3,-2,9.0,2.0,0.23901690047049992,0.061095099359810875
5,2.0,0.23,0.33,8.7,0.248,20.0,150.0,0.9685275,2.46,0.46,11.1,1,7.0,2.0,0.20701416938432612,0.22154226994723591
3,6.7,1.1949999999999998,0.36,1.1,0.248,63.0,143.0,1.0197075,3.6,1.19,11.0,-1,7.0,2.0,0.7861820465271346,0.22154226994723591
3,8.1,1.1949999999999998,0.58,30.2,0.063,48.0,181.0,0.9685275,3.24,0.575,9.1,-1,9.0,2.0,0.7861820465271346,0.061095099359810875
0,1.7500000000000009,0.21,0.39,30.2,0.135,43.0,150.0,0.992,4.14,0.575,10.8,-1,9.0,2.0,0.19062035960864973,0.126632650933366
4,13.4,0.36,0.29,30.2,0.248,27.0,97.0,0.9904,3.12,0.575,11.2,0,7.0,2.0,0.3074846997479606,0.22154226994723591
5,8.6,0.18,0.39,1.1,0.04,43.0,107.0,0.9923,2.94,0.575,9.9,0,9.0,2.0,0.16551443847757338,0.039220713153281295
5,14.149999999999999,1.1949999999999998,0.39,8.7,0.083,113.5,321.0,1.0197075,3.52,0.62,10.6,0,8.0,2.0,0.7861820465271346,0.07973496801885356
6,8.0,0.13,0.39,8.7,0.033,15.0,86.0,1.00635,2.25,0.15,7.6,0,8.0,2.0,0.12221763272424921,0.032467190137501496
2,7.6,0.38,0.2,3.4,0.248,113.5,150.0,0.9944,3.15,0.41,9.4,-1,8.0,2.0,0.32208349916911333,0.22154226994723591
3,14.149999999999999,0.12,0.32,30.2,0.037,47.0,150.0,0.9952,3.37,0.575,4.45,-1,8.0,2.0,0.11332868530700317,0.03633192924739028
5,14.149999999999999,0.69,0.36,2.2,0.079,11.0,31.0,0.99615,3.2,1.19,16.8,0,9.5,2.0,0.5247285289349821,0.07603468627599762
4,13.0,0.47,0.39,4.3,0.153,6.0,321.0,1.00773,3.55,0.68,7.8,0,9.5,2.0,0.3852624007906449,0.14236724128692196
4,7.5,0.38,0.46,30.2,0.248,113.5,68.0,0.9984,2.89,0.575,9.0,0,8.0,2.0,0.32208349916911333,0.22154226994723591
4,2.8,1.1949999999999998,0.39,30.2,0.248,46.0,190.0,0.98038,2.92,1.19,8.8,0,7.0,2.0,0.7861820465271346,0.22154226994723591
4,14.149999999999999,0.94,0.88,24.8,0.063,41.0,113.0,0.9962,3.42,0.4,9.3,-1,7.0,2.0,0.6626879730752367,0.061095099359810875
5,7.2,0.16,0.9999999999999999,1.1,0.13,58.0,140.0,0.9927,3.12,1.19,12.8,0,7.0,2.0,0.14842000511827327,0.12221763272424921
6,7.2,0.36,0.66,2.1,0.248,24.0,276.0,0.9685275,3.4,0.85,16.849999999999998,1,8.0,2.0,0.3074846997479606,0.22154226994723591
7,7.3,0.39,0.39,30.2,0.248,36.0,113.0,0.9685275,3.34,1.14,11.6,1,8.0,2.0,0.3293037471426004,0.22154226994723591
3,10.9,0.36,0.42,30.15,0.248,113.5,32.0,0.9685275,3.07,1.19,8.7,0,9.0,2.0,0.3074846997479606,0.22154226994723591
6,6.7,0.19,0.39,6.2,0.063,36.0,321.0,0.97038,3.36,1.19,10.4,2,7.0,2.0,0.173953307123438,0.061095099359810875
4,7.2,0.36,0.91,8.7,0.063,113.5,72.0,0.99543,4.17,0.72,10.4,0,9.0,2.0,0.3074846997479606,0.061095099359810875
0,12.7,1.1949999999999998,0.27,2.1,0.08,70.0,141.0,0.98489,3.0,0.575,9.9,0,9.0,2.0,0.7861820465271346,0.07696104113612832
4,7.5,0.21,0.39,8.7,0.063,46.0,142.0,0.97799,3.23,0.575,8.1,0,7.0,2.0,0.19062035960864973,0.061095099359810875
3,5.7,0.24,0.9999999999999999,6.3,0.248,35.0,182.0,1.0197075,2.25,0.575,10.833333333,0,6.0,2.0,0.2151113796169455,0.22154226994723591
6,11.1,0.19,0.32,8.7,0.049,43.0,107.0,1.00303,3.12,0.575,15.3,1,7.0,2.0,0.173953307123438,0.04783732941416013
0,10.4,0.31,0.9999999999999999,1.9,0.248,14.0,36.0,0.99364,3.41,0.56,12.6,0,9.0,2.0,0.27002713721306015,0.22154226994723591
5,13.0,1.1949999999999998,0.29,30.2,0.063,113.5,321.0,0.98738,3.5,0.33,10.4,0,6.0,2.0,0.7861820465271346,0.061095099359810875
0,14.149999999999999,0.685,0.76,3.7,0.063,113.5,29.0,1.01914,3.11,0.68,11.2,0,9.5,2.0,0.521765563804325,0.061095099359810875
5,6.3,0.17,0.32,8.7,0.174,43.0,150.0,1.0197075,3.24,0.43,11.3,1,7.0,2.0,0.15700374880966475,0.16041672140590468
0,6.8,0.59,0.84,8.7,0.063,11.0,18.0,0.9962,3.73,0.575,10.8,1,7.0,2.0,0.4637340162321401,0.061095099359810875
4,14.149999999999999,1.1949999999999998,0.39,8.7,0.074,43.0,150.0,1.0197075,4.17,0.57,4.45,0,6.0,2.0,0.7861820465271346,0.07138999608667294
2,13.4,0.33,0.9999999999999999,0.8,0.063,69.0,269.0,0.9924,3.64,1.14,8.6,-1,7.0,2.0,0.28517894223366236,0.061095099359810875
0,14.149999999999999,0.31,0.53,8.7,0.06,3.0,162.0,0.99572,2.25,0.25,10.8,1,9.5,2.0,0.27002713721306015,0.058268908123975775
0,12.8,1.1949999999999998,0.39,5.8,0.248,7.0,150.0,1.0197075,3.91,1.19,16.849999999999998,1,9.5,2.0,0.7861820465271346,0.22154226994723591
5,6.3,0.52,0.21,30.2,0.049,58.0,321.0,0.9685275,2.71,0.575,11.3,1,7.0,2.0,0.41871033485818504,0.04783732941416013
5,14.149999999999999,1.1949999999999998,0.39,15.4,0.214,113.5,84.0,1.0197075,3.18,0.77,9.0,1,9.5,2.0,0.7861820465271346,0.19392069263730652
0,7.2,0.17,0.39,1.5,0.049,34.0,153.0,1.0179,3.12,0.93,16.849999999999998,0,9.0,2.0,0.15700374880966475,0.04783732941416013
0,6.0,0.395,0.9999999999999999,1.4,0.042,43.0,321.0,1.01805,3.37,0.38,11.2,1,6.0,2.0,0.33289441527332897,0.04114194333117518
2,7.2,0.19,0.39,6.3,0.081,36.0,321.0,1.0197075,3.17,0.62,4.45,-1,7.0,2.0,0.173953307123438,0.07788653865707122
5,7.5,0.34,0.39,8.7,0.218,70.0,100.0,0.98958,3.2,0.5,13.2,0,8.0,2.0,0.29266961396282004,0.19721016928770527
5,6.2,0.21,0.31,4.2,0.048,43.0,61.0,1.0197075,3.24,0.37,12.0,0,6.0,2.0,0.19062035960864973,0.04688358589885042
4,6.3,0.41,0.39,0.9,0.053,113.5,321.0,0.99274,3.5,0.42,9.5,1,7.0,2.0,0.3435897043900769,0.05164323315183845
0,7.0,0.655,0.0,2.5,0.248,106.0,20.0,0.9969,3.48,0.56,9.6,-2,8.0,2.0,0.5038010088290262,0.22154226994723591
3,14.149999999999999,0.14,0.39,1.8,0.036,61.0,73.0,0.97935,2.47,1.19,11.7,0,8.0,2.0,0.1310282624064041,0.03536714383729131
4,4.8,0.25,0.9999999999999999,8.7,0.045,71.0,209.0,1.0197075,3.21,0.575,7.8,0,7.0,2.0,0.22314355131420976,0.04401688541677432
2,13.4,0.59,0.18,2.9,0.089,43.0,74.0,0.99738,3.64,0.54,10.2,-1,9.5,2.0,0.4637340162321401,0.08525984395082342
0,7.6,0.36,0.39,2.5,0.111,24.0,41.0,1.0197075,3.77,0.575,8.8,0,8.0,2.0,0.3074846997479606,0.10526051065749295
4,6.3,0.24,0.39,30.2,0.063,43.0,147.0,1.01935,3.08,0.54,10.0,1,7.0,2.0,0.2151113796169455,0.061095099359810875
5,6.7,0.36,0.33,30.2,0.057,113.5,262.0,0.9934,3.24,0.48,4.45,0,7.0,2.0,0.3074846997479606,0.055434706888100586
0,9.4,0.36,0.49,8.7,0.051,43.0,250.0,0.9953,3.99,1.19,16.0,0,9.0,2.0,0.3074846997479606,0.049742091894814065
2,3.7,1.1949999999999998,0.39,30.2,0.063,29.0,86.0,0.97703,3.16,0.32,10.0,0,8.0,2.0,0.7861820465271346,0.061095099359810875
4,5.6,0.36,0.57,8.7,0.063,113.5,97.0,0.9685275,3.64,0.575,12.8,-1,6.0,2.0,0.3074846997479606,0.061095099359810875
4,1.7500000000000009,0.18,0.35,5.8,0.248,43.0,150.0,0.99576,4.17,0.76,15.2,0,8.0,2.0,0.16551443847757338,0.22154226994723591
6,7.2,0.31,0.32,8.7,0.235,3.0,142.0,0.9706,3.31,0.44,12.7,1,7.0,2.0,0.27002713721306015,0.21107097007994052
3,11.9,0.36,0.03,16.4,0.064,90.0,120.0,0.98832,3.22,1.19,11.6,0,7.0,2.0,0.3074846997479606,0.06203539091945264
6,6.2,0.36,0.24,8.7,0.063,19.0,86.0,1.01118,2.26,0.575,11.6,0,7.0,2.0,0.3074846997479606,0.061095099359810875
4,7.2,0.36,0.39,6.5,0.048,19.0,186.0,0.9948,3.19,0.3,14.2,1,7.0,2.0,0.3074846997479606,0.04688358589885042
5,6.2,0.25,0.39,8.7,0.063,32.0,321.0,0.9685275,3.18,0.575,7.9,1,7.0,2.0,0.22314355131420976,0.061095099359810875
5,1.9,0.36,0.3,1.1,0.022,20.0,252.0,0.9685275,3.34,0.575,14.7,0,6.0,2.0,0.3074846997479606,0.021761491781512692
4,6.5,1.1949999999999998,0.9999999999999999,7.0,0.053,63.0,113.0,0.99366,3.43,1.19,10.4,0,7.0,2.0,0.7861820465271346,0.05164323315183845
0,8.3,1.1949999999999998,0.9999999999999999,30.2,0.08,27.0,150.0,0.9972,3.16,0.575,4.45,-1,9.0,2.0,0.7861820465271346,0.07696104113612832
5,7.2,0.34,0.39,8.7,0.001,43.0,158.0,1.0197075,3.12,0.575,7.7,1,7.0,2.0,0.29266961396282004,0.0009995003330835331
4,11.3,0.36,0.9999999999999999,30.2,0.063,66.0,321.0,1.0197075,2.25,0.55,9.9,0,7.0,2.0,0.3074846997479606,0.061095099359810875
0,3.1,1.0,0.9999999999999999,2.1,0.048,63.0,321.0,0.98523,3.44,0.76,11.6,-1,7.0,2.0,0.6931471805599453,0.04688358589885042
2,6.9,0.26,0.9999999999999999,30.2,0.058,43.0,321.0,0.9965,2.47,0.93,6.7,0,8.0,2.0,0.23111172096338664,0.05638033343610764
2,7.8,1.1949999999999998,0.7,30.2,0.046,51.0,208.0,0.99434,4.17,0.76,9.8,-1,8.0,2.0,0.7861820465271346,0.04497336564273116
0,7.1,0.59,0.39,2.3,0.217,43.0,150.0,0.99744,4.17,0.53,10.4,-1,8.0,2.0,0.4637340162321401,0.19638881400539013
0,14.149999999999999,0.37,0.49,30.2,0.045,1.0,243.0,0.98581,3.14,0.99,15.8,-1,7.0,2.0,0.31481073984003355,0.04401688541677432
4,5.9,0.92,0.3,8.7,0.042,25.0,119.0,1.0133,4.17,0.77,7.4,0,6.0,2.0,0.6523251860396903,0.04114194333117518
0,6.1,1.1949999999999998,0.17,8.7,0.063,6.0,321.0,1.0197075,4.17,1.19,10.4,-1,9.0,2.0,0.7861820465271346,0.061095099359810875
2,1.7500000000000009,0.65,0.39,8.7,0.063,113.5,150.0,0.99246,3.2,0.36,16.849999999999998,0,6.0,2.0,0.5007752879124893,0.061095099359810875
4,1.7500000000000009,0.32,0.23,30.2,0.122,35.0,125.0,1.0197075,2.77,0.62,13.2,1,8.0,2.0,0.2776317365982795,0.11511280710050457
0,9.3,0.36,0.9999999999999999,30.2,0.08,43.0,321.0,1.0197075,3.47,0.73,6.3,-1,9.5,2.0,0.3074846997479606,0.07696104113612832
3,7.3,0.25,0.26,30.2,0.048,43.0,321.0,0.99587,3.12,0.37,8.3,0,8.0,2.0,0.22314355131420976,0.04688358589885042
3,5.6,0.16,0.9999999999999999,8.7,0.063,29.0,140.0,0.99048,3.02,0.78,12.5,-1,8.0,2.0,0.14842000511827327,0.061095099359810875
4,14.149999999999999,0.36,0.9999999999999999,8.7,0.168,113.5,150.0,0.98926,3.24,1.19,16.849999999999998,0,7.0,2.0,0.3074846997479606,0.15529288440603534
3,14.149999999999999,0.22,0.9,1.2,0.248,13.0,95.0,0.9685275,2.25,0.42,4.5,0,9.0,2.0,0.19885085874516517,0.22154226994723591
3,10.2,0.11,0.13,2.5,0.097,24.0,66.0,0.99785,2.72,0.61,9.4,0,8.0,2.0,0.10436001532424277,0.0925791812930932
4,6.8,0.27,0.12,8.7,0.04,43.0,168.0,1.0197075,4.12,0.72,12.6,1,7.0,2.0,0.23901690047049992,0.039220713153281295
0,4.1,0.24,0.2,15.8,0.248,11.0,65.0,0.97091,3.54,1.19,10.4,-1,8.0,2.0,0.2151113796169455,0.22154226994723591
0,7.0,0.59,0.0,1.7,0.225,43.0,150.0,0.996,3.41,1.19,16.0,-1,8.0,2.0,0.4637340162321401,0.20294084399669032
7,14.149999999999999,0.36,0.39,8.7,0.063,43.0,75.0,0.997,3.27,0.46,11.5,0,9.5,2.0,0.3074846997479606,0.061095099359810875
4,6.4,1.1949999999999998,0.5,8.7,0.063,60.0,150.0,1.0197075,3.18,0.45,9.3,1,7.0,2.0,0.7861820465271346,0.061095099359810875
5,9.4,0.25,0.36,8.7,0.063,43.0,321.0,1.01323,3.39,1.19,10.4,2,7.0,2.0,0.22314355131420976,0.061095099359810875
3,7.5,0.44,0.71,8.0,0.038,65.0,51.0,1.0197075,3.03,0.575,12.1,0,8.0,2.0,0.3646431135879093,0.037295784743696894
3,7.1,0.27,0.9999999999999999,12.6,0.129,48.0,321.0,0.9685275,2.65,0.575,10.4,-2,8.0,2.0,0.23901690047049992,0.12133228516752496
3,14.149999999999999,1.1949999999999998,0.9999999999999999,5.6,0.063,43.0,140.0,0.96996,2.8,0.38,4.8,0,7.0,2.0,0.7861820465271346,0.061095099359810875
0,14.149999999999999,1.1949999999999998,0.09,25.0,0.063,43.0,26.0,0.9685275,3.67,1.19,11.6,-1,6.0,2.0,0.7861820465271346,0.061095099359810875
5,14.149999999999999,0.36,0.76,8.7,0.149,70.0,109.0,0.99304,2.93,0.42,11.0,1,8.0,2.0,0.3074846997479606,0.13889199886661863
3,7.2,0.81,0.39,8.4,0.051,43.0,150.0,0.99756,3.2,0.575,14.8,0,8.0,2.0,0.5933268452777344,0.049742091894814065
0,13.7,0.6,0.1,1.6,0.063,12.0,26.0,0.99306,3.55,0.575,10.5,0,7.0,2.0,0.4700036292457355,0.061095099359810875
0,6.6,1.1949999999999998,0.39,17.3,0.06,43.0,150.0,1.00117,2.5,0.575,9.8,-2,7.0,2.0,0.7861820465271346,0.058268908123975775
5,14.149999999999999,0.36,0.42,29.7,0.248,10.0,87.0,0.99737,3.45,0.575,14.6,1,8.0,2.0,0.3074846997479606,0.22154226994723591
2,9.9,1.005,0.9999999999999999,1.4,0.046,34.0,150.0,0.99308,3.25,0.575,10.4,0,9.5,2.0,0.6956440607585325,0.04497336564273116
3,14.149999999999999,0.47,0.49,8.7,0.248,6.0,150.0,1.0197075,3.3,0.68,14.7,-1,9.5,2.0,0.3852624007906449,0.22154226994723591
0,7.3,0.2,0.39,2.3,0.063,24.0,87.0,0.99044,2.94,0.35,16.849999999999998,0,8.0,2.0,0.18232155679395462,0.061095099359810875
5,9.5,0.27,0.9999999999999999,30.2,0.248,48.0,150.0,1.00975,3.04,0.56,8.3,0,8.0,2.0,0.23901690047049992,0.22154226994723591
4,7.2,0.24,0.9999999999999999,1.1,0.045,3.0,150.0,1.01082,3.23,0.575,7.0,1,8.0,2.0,0.2151113796169455,0.04401688541677432
0,6.6,0.36,0.39,25.8,0.198,113.5,24.0,0.99438,2.25,0.82,15.1,0,8.0,2.0,0.3074846997479606,0.1806534996932576
5,6.2,0.28,0.24,23.0,0.063,43.0,105.0,0.989,2.98,0.575,13.1,-1,7.0,2.0,0.2468600779315258,0.061095099359810875
3,6.8,0.31,0.39,7.6,0.248,35.0,143.0,0.9959,2.94,0.575,5.0,0,7.0,2.0,0.27002713721306015,0.22154226994723591
3,6.8,0.2,0.05,6.2,0.052,22.0,150.0,1.0197075,2.25,0.54,9.4,0,7.0,2.0,0.18232155679395462,0.050693114315518116
4,8.1,0.22,0.43,1.5,0.044,66.0,150.0,0.9865,2.25,0.07,10.5,0,9.0,2.0,0.19885085874516517,0.04305948946044697
5,5.6,0.36,0.9999999999999999,4.5,0.248,113.5,150.0,1.0197075,3.42,0.9,9.4,0,6.0,2.0,0.3074846997479606,0.22154226994723591
4,14.149999999999999,0.36,0.39,12.0,0.066,57.0,150.0,0.9992,3.6,0.43,10.4,0,7.0,2.0,0.3074846997479606,0.06391332574365281
4,9.0,0.55,0.39,3.2,0.148,113.5,321.0,1.00509,3.37,1.19,11.5,-1,9.5,2.0,0.4382549309311553,0.1380212978973747
0,3.1,0.36,0.49,8.7,0.048,61.0,275.0,1.0197075,3.19,0.575,6.0,0,7.0,2.0,0.3074846997479606,0.04688358589885042
8,7.0,0.44,0.39,10.3,0.039,41.0,321.0,1.01331,2.6,0.64,4.45,2,7.0,2.0,0.3646431135879093,0.03825871211709034
5,8.3,0.36,0.39,10.0,0.033,113.5,63.0,0.9685275,3.23,0.575,5.9,1,9.0,2.0,0.3074846997479606,0.032467190137501496
6,5.1,0.16,0.9999999999999999,1.7,0.038,85.0,318.0,1.0197075,3.33,1.16,12.7,1,7.0,2.0,0.14842000511827327,0.037295784743696894
6,7.3,0.51,0.28,5.45,0.063,26.0,321.0,0.98951,2.84,1.19,13.2,1,8.0,2.0,0.412109650826833,0.061095099359810875
0,10.9,0.59,0.51,8.7,0.104,43.0,23.0,1.00617,3.28,0.97,13.4,2,9.5,2.0,0.4637340162321401,0.09893994785490356
4,6.0,1.1949999999999998,0.19,2.0,0.063,22.0,47.0,0.99522,2.25,0.78,8.6,0,7.0,2.0,0.7861820465271346,0.061095099359810875
6,7.2,0.25,0.3,8.7,0.046,113.5,150.0,0.993,3.42,0.51,4.45,1,7.0,2.0,0.22314355131420976,0.04497336564273116
4,1.7500000000000009,0.18,0.9999999999999999,8.7,0.063,29.0,150.0,0.97362,4.17,0.42,7.8,0,8.0,2.0,0.16551443847757338,0.061095099359810875
0,1.9,0.22,0.39,12.2,0.248,36.0,150.0,0.9967,2.92,0.575,9.4,-1,8.0,2.0,0.19885085874516517,0.22154226994723591
4,14.149999999999999,1.1949999999999998,0.39,17.45,0.248,43.0,88.0,1.0197075,3.69,1.19,16.1,0,9.0,2.0,0.7861820465271346,0.22154226994723591
3,6.7,0.36,0.45,10.6,0.248,56.0,293.0,0.98378,3.22,0.49,9.5,-1,7.0,2.0,0.3074846997479606,0.22154226994723591
0,14.149999999999999,0.5,0.34,3.6,0.063,113.5,321.0,1.01661,3.2,0.575,8.1,-1,9.5,2.0,0.4054651081081644,0.061095099359810875
0,6.2,0.5,0.9999999999999999,30.2,0.063,47.0,150.0,0.99582,2.75,1.19,6.2,-1,7.0,2.0,0.4054651081081644,0.061095099359810875
3,8.2,0.36,0.6,3.0,0.063,10.0,22.0,0.99828,4.17,0.575,10.4,0,9.0,2.0,0.3074846997479606,0.061095099359810875
5,6.8,0.71,0.39,8.7,0.063,43.0,104.0,0.9685275,4.17,1.02,4.45,1,7.0,2.0,0.5364933705145685,0.061095099359810875
4,14.149999999999999,0.46,0.24,8.7,0.063,48.0,321.0,0.9908,2.25,0.37,14.0,0,6.0,2.0,0.37843643572024505,0.061095099359810875
5,6.8,0.36,0.9999999999999999,5.9,0.162,43.0,150.0,0.9938,3.2,1.19,13.5,1,7.0,2.0,0.3074846997479606,0.1501426584297195
2,6.6,0.61,0.01,30.2,0.08,113.5,150.0,0.99746,3.69,0.73,6.7,-1,7.0,2.0,0.4762341789963716,0.07696104113612832
0,9.1,0.3,0.34,2.0,0.064,12.0,25.0,1.0197075,2.41,0.575,11.7,1,9.5,2.0,0.262364264467491,0.06203539091945264
6,13.4,0.96,0.33,1.9,0.028,23.0,321.0,0.991,3.07,1.19,12.0,1,7.0,2.0,0.6729444732424258,0.027615167032973367
5,6.3,0.36,0.87,8.7,0.038,43.0,130.0,0.99813,4.05,1.19,11.5,0,7.0,2.0,0.3074846997479606,0.037295784743696894
3,1.7500000000000009,0.36,0.09,8.7,0.063,113.5,211.0,1.00542,2.86,1.19,10.4,0,7.0,2.0,0.3074846997479606,0.061095099359810875
4,10.0,0.145,0.39,5.4,0.063,54.0,321.0,0.9946,4.17,0.575,10.8,0,7.0,2.0,0.13540463700620295,0.061095099359810875
5,7.2,0.36,0.34,30.2,0.248,39.0,150.0,0.9949,4.17,0.53,12.0,1,7.0,2.0,0.3074846997479606,0.22154226994723591
4,1.7500000000000009,0.15,0.9999999999999999,8.7,0.061,25.0,150.0,1.0032,3.22,0.575,4.45,0,8.0,2.0,0.13976194237515868,0.05921185963184608
4,7.2,0.36,0.45,8.7,0.057,43.0,150.0,0.9685275,3.16,0.51,4.45,1,7.0,2.0,0.3074846997479606,0.055434706888100586
0,14.149999999999999,0.25,0.9999999999999999,8.7,0.248,43.0,150.0,0.9904,3.42,0.5,6.1,0,6.0,2.0,0.22314355131420976,0.22154226994723591
0,7.8,0.775,0.9999999999999999,30.2,0.078,24.0,150.0,0.9984,3.31,0.67,15.7,2,9.5,2.0,0.5738004229273791,0.07510747248680541
5,12.7,0.2,0.38,30.2,0.063,42.0,150.0,0.9685275,3.3,1.19,13.3,1,8.0,2.0,0.18232155679395462,0.061095099359810875
6,6.5,1.05,0.31,3.6,0.063,36.0,92.0,1.01224,3.89,0.62,16.849999999999998,0,7.0,2.0,0.7178397931503169,0.061095099359810875
0,11.5,0.315,0.9999999999999999,2.1,0.248,113.5,150.0,0.9685275,3.21,0.7,9.2,0,9.5,2.0,0.2738366656297279,0.22154226994723591
2,10.6,1.1949999999999998,0.43,8.7,0.047,18.0,108.0,1.0197075,2.35,0.64,16.849999999999998,-1,9.0,2.0,0.7861820465271346,0.0459289318883998
3,7.2,0.22,0.98,8.7,0.248,35.0,87.0,1.0197075,3.14,0.11,13.2,0,8.0,2.0,0.19885085874516517,0.22154226994723591
6,7.5,0.36,0.9999999999999999,30.2,0.041,43.0,148.0,1.00756,4.17,0.38,16.6,2,9.0,2.0,0.3074846997479606,0.04018178963283184
2,7.2,0.54,0.92,15.6,0.063,51.0,196.0,0.9982,3.19,1.19,9.3,-1,7.0,2.0,0.43178241642553783,0.061095099359810875
6,6.8,0.36,0.66,10.2,0.248,78.0,289.0,0.9945,2.37,0.575,4.9,1,6.0,2.0,0.3074846997479606,0.22154226994723591
4,7.0,0.29,0.26,3.3,0.044,12.0,150.0,1.0197075,3.08,0.46,4.45,0,8.0,2.0,0.2546422183735807,0.04305948946044697
0,7.6,0.41,0.39,8.7,0.228,16.0,182.0,0.998,3.2,0.575,9.1,0,9.0,2.0,0.3435897043900769,0.20538682972495073
4,9.6,0.93,0.12,2.9,0.248,30.0,150.0,0.98199,3.3,1.19,8.1,0,9.5,2.0,0.6575200029167942,0.22154226994723591
2,2.9,0.16,0.39,3.3,0.054,43.0,224.0,0.9966,4.09,0.55,8.6,-1,8.0,2.0,0.14842000511827327,0.05259245011917058
3,6.5,0.32,0.43,17.6,0.063,34.0,321.0,0.99966,4.17,0.47,7.3,-1,7.0,2.0,0.2776317365982795,0.061095099359810875
